719339,1,video,VIEWED,2014-11-11T08:23:46.000+00:00
719339,1,video,DISCOVERED,2014-11-11T08:23:46.000+00:00
719339,1,video,PASSED,2014-11-11T08:23:46.000+00:00
719339,2,quiz,DISCOVERED,2014-11-11T08:24:42.000+00:00
719339,2,quiz,VIEWED,2014-11-11T08:24:42.000+00:00
719339,2,quiz,STARTED_ATTEMPT,2014-11-11T08:27:26.000+00:00
719339,2,quiz,STARTED_ATTEMPT,2014-11-11T08:28:26.000+00:00
719339,2,quiz,STARTED_ATTEMPT,2014-11-11T08:28:40.000+00:00
719339,2,quiz,STARTED_ATTEMPT,2014-11-11T08:29:09.000+00:00
719339,2,quiz,STARTED_ATTEMPT,2014-11-11T08:30:38.000+00:00
719339,2,quiz,STARTED_ATTEMPT,2014-11-11T08:31:12.000+00:00
719339,2,quiz,STARTED_ATTEMPT,2014-11-11T08:31:42.000+00:00
719339,2,quiz,STARTED_ATTEMPT,2014-11-11T08:32:59.000+00:00
719339,2,quiz,STARTED_ATTEMPT,2014-11-11T08:33:19.000+00:00
719339,2,quiz,PASSED,2014-11-11T08:33:23.000+00:00
719339,3,quiz,DISCOVERED,2014-11-11T08:33:31.000+00:00
719339,3,quiz,VIEWED,2014-11-11T08:33:31.000+00:00
719339,3,quiz,STARTED_ATTEMPT,2014-11-11T08:33:44.000+00:00
719339,3,quiz,STARTED_ATTEMPT,2014-11-11T08:34:35.000+00:00
719339,3,quiz,STARTED_ATTEMPT,2014-11-11T08:34:49.000+00:00
719339,3,quiz,STARTED_ATTEMPT,2014-11-11T08:35:18.000+00:00
719339,3,quiz,STARTED_ATTEMPT,2014-11-11T08:35:45.000+00:00
719339,3,quiz,PASSED,2014-11-11T08:35:57.000+00:00
719339,4,video,DISCOVERED,2014-11-11T08:35:59.000+00:00
719339,4,video,VIEWED,2014-11-11T08:35:59.000+00:00
719339,4,video,PASSED,2014-11-11T08:35:59.000+00:00
719339,5,quiz,VIEWED,2014-11-11T08:36:09.000+00:00
719339,5,quiz,DISCOVERED,2014-11-11T08:36:09.000+00:00
